user_request,Happy,Funny,Rhyming_Poem,Heartfelt,Short_and_Simple,Inspirational,Professional,Friend,Boss,Best-Friend,Wife,Husband,Girlfriend,Boyfriend,Father,Mother,Son,Daughter,Grandfather,Grandmother,request_id
Looking for a witty with some formal elements birthday wish for my best friend.,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2020
I need a quick and workplace birthday wish for my granddad.,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7832
"Can you write a sentimental, simple birthday message for my grandfather?",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2526
Please help with a witty yet workplace birthday wish for my BF.,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8287
Can you write a short birthday message for my boss?,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9207
Can you write a cheerful birthday message for my mother?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3213
I need a poetic and heartfelt birthday wish for my darling.,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,520
I would like a short birthday message for my husband.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5367
"Need a funny, simple, and sentimental birthday wish for my papa.",0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6763
I want a short birthday message for my chum.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2896
Looking for a rhyme with some amusing elements birthday wish for my granddad.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,245
Give me a joyful birthday wish for my mom.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5931
I would like a merry birthday message for my grandfather.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4715
Please help with a concise yet corporate birthday wish for my bride.,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9568
Please help with a empowering yet sentimental birthday wish for my chum.,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3426
I need a professional and humorous birthday wish for my soulmate.,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6932
"Need a simple, inspirational, and moving birthday wish for my confidant.",0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6721
"Can you write a workplace, rhyme birthday message for my best friend?",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7411
Give me a short birthday wish for my grandfather.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6178
I need a blissful birthday wish for my chum.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7251
Please help me with a poetic birthday wish for my soulmate.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5510
Help me wish my grandpa a quick birthday.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2002
"Can you write a joyful, quick birthday message for my BF?",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,886
"Need a happy, amusing, and amusing birthday wish for my son.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,870
I need a joyful birthday wish for my hubby.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9689
I need a funny and encouraging birthday wish for my daughter.,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5721
I want a brief birthday message for my lass.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,357
"Can you write a inspirational, humorous birthday message for my mom?",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9908
Give me a poetic birthday wish for my missus.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5452
Create a simple birthday greeting for my friend.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8194
I need a uplifting and stanza birthday wish for my confidant.,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6439
I would like a corporate birthday message for my husband.,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7705
Looking for a office with some amusing elements birthday wish for my chum.,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1276
I would like a hilarious birthday message for my wife.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1891
Give me a stanza birthday wish for my soulmate.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8687
Looking for a workplace birthday wish for my friend.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6569
Create a humorous birthday greeting for my GF.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9624
"Can you write a rhyme, quick birthday message for my lass?",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3564
Please help with a witty yet inspirational birthday wish for my junior.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5788
Looking for a encouraging with some quick elements birthday wish for my girlfriend.,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4959
Create a office birthday greeting for my grandfather.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1547
Please help with a straightforward yet encouraging birthday wish for my GF.,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2381
Please help me with a merry birthday wish for my grandmother.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3824
Help me wish my nana a merry birthday.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3233
I need a joyful and professional birthday wish for my nana.,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8400
I need a uplifting birthday wish for my granddad.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3307
I need a motivational and heartfelt birthday wish for my confidant.,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,493
Please help me with a office birthday wish for my daughter.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3500
I need a funny and happy birthday wish for my buddy.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6665
I need a amusing and uplifting birthday wish for my mama.,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1117
Please help me with a empowering birthday wish for my boss.,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5638
Give me a professional birthday wish for my daughter.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8775
Give me a simple birthday wish for my mom.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6147
I would like a touching birthday message for my soulmate.,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9868
Please help with a joyful yet office birthday wish for my BF.,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8776
Please help me with a formal birthday wish for my best friend.,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6708
Please help with a workplace yet straightforward birthday wish for my confidant.,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9949
I need a concise and stanza birthday wish for my soulmate.,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7966
I would like a brief birthday message for my granddad.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3646
Please help with a uplifting yet blissful birthday wish for my dad.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2501
Please help me with a moving birthday wish for my chum.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5678
I would like a formal birthday message for my supervisor.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5242
I want a short birthday message for my princess.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6519
"Can you write a delighted, emotional birthday message for my husband?",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2784
I want a empowering birthday message for my mama.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6159
Give me a uplifting birthday wish for my bride.,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3810
I would like a brief birthday message for my father.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9429
Please help with a empowering yet quick birthday wish for my papa.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9525
Looking for a touching with some hilarious elements birthday wish for my daughter.,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8600
I need a witty and workplace birthday wish for my sweetheart.,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1697
I would like a hilarious birthday message for my GF.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5686
I need a emotional and blissful birthday wish for my papa.,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8368
I would like a quick birthday message for my husband.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5940
I want a comedic birthday message for my best friend.,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2053
I want a empowering birthday message for my wife.,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1777
Please help with a humorous yet empowering birthday wish for my friend.,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6561
I need a concise and hilarious birthday wish for my papa.,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3314
Looking for a motivational birthday wish for my sweetheart.,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4782
Looking for a moving with some amusing elements birthday wish for my mama.,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8539
Can you write a poetic birthday message for my junior?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6782
Create a empowering birthday greeting for my wife.,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1593
Help me wish my manager a rhyming poem birthday.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1724
Help me wish my sweetheart a concise birthday.,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,216
"Need a emotional, happy, and stanza birthday wish for my missus.",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6327
"Can you write a workplace, inspirational birthday message for my hubby?",0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8257
I need a poetic birthday wish for my chum.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,491
I need a comedic birthday wish for my husband.,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9134
I need a workplace and hilarious birthday wish for my GF.,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3484
I need a emotional birthday wish for my princess.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5103
Looking for a sincere birthday wish for my mother.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5188
"Can you write a delighted, humorous birthday message for my sweetheart?",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3432
"Need a brief, comedic, and empowering birthday wish for my son.",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9199
"Can you write a short, poetry birthday message for my BF?",0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7711
I need a hilarious birthday wish for my buddy.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5514
Can you write a moving birthday message for my father?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26
"Need a encouraging, blissful, and touching birthday wish for my dad.",1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3513
"Need a encouraging, touching, and rhyming poem birthday wish for my chum.",0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2410
Looking for a comedic with some motivational elements birthday wish for my soulmate.,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3271
I want a not short but moving birthday message for my lad.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5210
I need a simple birthday wish for my best friend.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8712
Give me a merry birthday wish for my friend.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1553
Looking for a workplace with some sincere elements birthday wish for my lad.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9198
Create a brief birthday greeting for my sweetheart.,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8622
Looking for a encouraging with some comedic elements birthday wish for my friend.,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3872
Looking for a corporate with some simple elements birthday wish for my papa.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3403
I want a moving birthday message for my groom.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4530
"Need a rhyme, amusing, and moving birthday wish for my groom.",0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,980
Give me a encouraging birthday wish for my chum.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2656
"Can you write a professional, motivational birthday message for my groom?",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1848
Looking for a funny with some moving elements birthday wish for my bride.,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7965
Looking for a office birthday wish for my grandmother.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8241
Looking for a touching with some delighted elements birthday wish for my supervisor.,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7146
Please help with a humorous yet formal birthday wish for my groom.,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7300
Can you write a uplifting birthday message for my girlfriend?,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5722
Create a humorous birthday greeting for my grandpa.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,516
Give me a rhyming poem birthday wish for my best friend.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8746
I want a not short but stanza birthday message for my lass.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8298
"Need a delighted, short, and short birthday wish for my princess.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1103
"Can you write a joyful, verse birthday message for my son?",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3277
I want a not short but empowering birthday message for my father.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7218
"Need a poetic, uplifting, and uplifting birthday wish for my supervisor.",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7390
I would like a hilarious birthday message for my BF.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9078
I need a professional birthday wish for my mom.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8338
Help me wish my soulmate a humorous birthday.,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3997
"Can you write a motivational, verse birthday message for my lad?",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,195
Looking for a brief with some inspirational elements birthday wish for my confidant.,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4712
Looking for a uplifting birthday wish for my nana.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,644
Help me wish my chief a workplace birthday.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9090
Please help me with a happy birthday wish for my darling.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3286
Give me a poetry birthday wish for my boyfriend.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3117
Looking for a delighted with some stanza elements birthday wish for my missus.,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6477
Looking for a sentimental with some poetic elements birthday wish for my sweetheart.,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3576
Please help with a hilarious yet joyful birthday wish for my darling.,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9024
Please help with a poetry yet witty birthday wish for my princess.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4321
Create a joyful birthday greeting for my supervisor.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9993
Please help me with a business-like birthday wish for my boyfriend.,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2208
"Can you write a happy, witty birthday message for my missus?",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4553
Looking for a formal birthday wish for my son.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7317
Create a professional birthday greeting for my boss.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3719
Looking for a happy with some heartfelt elements birthday wish for my princess.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,973
Please help me with a verse birthday wish for my grandfather.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4580
Create a business-like birthday greeting for my papa.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,720
Help me wish my buddy a simple birthday.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9018
"Can you write a hilarious, poetry birthday message for my bride?",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6156
Please help me with a business-like birthday wish for my mom.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9431
Please help with a happy yet office birthday wish for my mama.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3897
Help me wish my boss a hilarious birthday.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2804
I need a formal birthday wish for my wife.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2567
Looking for a empowering with some funny elements birthday wish for my darling.,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4026
Looking for a inspirational with some rhyme elements birthday wish for my nana.,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6199
Looking for a funny birthday wish for my missus.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33
Please help me with a concise birthday wish for my chief.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8308
Create a stanza birthday greeting for my nana.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8832
Help me wish my wife a workplace birthday.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9819
Create a empowering birthday greeting for my mama.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4064
"Can you write a encouraging, workplace birthday message for my supervisor?",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8949
Create a funny birthday greeting for my GF.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5541
I want a sincere birthday message for my father.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1698
Please help me with a blissful birthday wish for my daughter.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2793
Please help with a witty yet happy birthday wish for my supervisor.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2223
"Need a amusing, cheerful, and cheerful birthday wish for my princess.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5819
I need a encouraging birthday wish for my mom.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9663
I want a motivational birthday message for my bride.,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3765
I would like a simple birthday message for my GF.,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3867
Please help me with a workplace birthday wish for my best friend.,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6422
I want a corporate birthday message for my confidant.,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9400
"Need a emotional, uplifting, and uplifting birthday wish for my father.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8939
I want a funny birthday message for my grandfather.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6672
I need a quick and inspirational birthday wish for my groom.,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7979
Can you write a concise birthday message for my grandpa?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3759
I need a encouraging and witty birthday wish for my grandpa.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9775
Looking for a hilarious with some sentimental elements birthday wish for my papa.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3228
Help me wish my darling a happy birthday.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7803
Looking for a cheerful birthday wish for my bride.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3924
Give me a humorous birthday wish for my father.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3905
"Can you write a joyful, rhyme birthday message for my princess?",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2278
"Can you write a brief, blissful birthday message for my papa?",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6811
I would like a humorous birthday message for my papa.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1402
Can you write a empowering birthday message for my mama?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,740
Looking for a blissful birthday wish for my lad.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4267
Please help with a encouraging yet poetry birthday wish for my friend.,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9862
Please help me with a poetry birthday wish for my groom.,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7353
I want a hilarious birthday message for my friend.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7519
Please help with a quick yet touching birthday wish for my mom.,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3852
"Need a amusing, professional, and professional birthday wish for my manager.",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8632
"Need a poetic, witty, and witty birthday wish for my hubby.",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2662
I want a happy birthday message for my mother.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6505
"Need a encouraging, sentimental, and comedic birthday wish for my mom.",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9800
I need a corporate and cheerful birthday wish for my nana.,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,675
Please help with a office yet moving birthday wish for my girlfriend.,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7106
Help me wish my dad a moving birthday.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6361
I would like a hilarious birthday message for my girlfriend.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3842
Looking for a hilarious birthday wish for my husband.,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1816
Give me a formal birthday wish for my lad.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9490
I would like a business-like birthday message for my sweetheart.,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9839
Please help with a hilarious yet uplifting birthday wish for my granddad.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9202
Looking for a quick with some workplace elements birthday wish for my daughter.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4654
Can you write a rhyming poem birthday message for my princess?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8693
I would like a office birthday message for my BF.,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2101
"Need a delighted, poetic, and inspirational birthday wish for my hubby.",1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7712
Please help with a witty yet office birthday wish for my mother.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1674
I would like a emotional birthday message for my pal.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2102
I need a happy and hilarious birthday wish for my lass.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4214
"Looking for a lengthy, hilarious birthday wish for my girlfriend.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6959
"Can you write a merry, comedic birthday message for my supervisor?",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1549
"Can you write a blissful, rhyme birthday message for my lad?",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9551
Can you write a funny birthday message for my daughter?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3324
Looking for a hilarious with some rhyming poem elements birthday wish for my husband.,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9584
Give me a delighted birthday wish for my sweetheart.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,356
Please help with a hilarious yet corporate birthday wish for my soulmate.,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5185
"Need a hilarious, joyful, and joyful birthday wish for my grandma.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1462
I want a short birthday message for my nana.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7625
I need a professional and merry birthday wish for my daughter.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9386
Please help with a motivational yet witty birthday wish for my lad.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3221
"Can you write a funny, joyful birthday message for my darling?",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,940
I would like a office birthday message for my husband.,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5148
Please help with a moving yet verse birthday wish for my chief.,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5924
